idade,deixou_a_empresa,viagem_trabalho,salario_diario,departamento,distancia_casa,nivel_educacional,nivel_educacional_nome,area_formacao,numero_funcionario,satisfacao_ambiente,satisfacao_ambiente_nome,genero,salario_hora,envolvimento_trabalho,envolvimento_trabalho_nome,nivel_cargo,cargo,satisfacao_trabalho,satisfacao_trabalho_nome,estado_civil,salario_mensal,taxa_mensal,num_empresas_anteriores,faz_hora_extra,aumento_salarial_pct,avaliacao_desempenho,avaliacao_desempenho_nome,satisfacao_relacionamentos,satisfacao_relacionamentos_nome,nivel_acoes,anos_experiencia_total,treinamentos_ultimo_ano,equilibrio_vida_trabalho,equilibrio_vida_trabalho_nome,anos_empresa,anos_cargo_atual,anos_desde_ultima_promocao,anos_com_gerente_atual
24,Não,Não Viaja,1269,Pesquisa e Desenvolvimento,4,1,abaixo_faculdade,Ciências Biológicas,888,1,baixa,Masculino,46,2,medio,1,Técnico de Laboratório,4,muito_alta,Casado(a),3162,10778,0,Não,17,3,excelente,4,muito_alta,0,6,2,2,bom,5,2,3,4
32,Não,Viaja Frequentemente,379,Vendas,5,2,faculdade,Ciências Biológicas,889,2,media,Masculino,48,3,alto,2,Executivo de Vendas,2,media,Casado(a),6524,8891,1,Não,14,3,excelente,4,muito_alta,1,10,3,3,melhor,10,8,5,3
38,Não,Viaja Raramente,395,Vendas,9,3,bacharelado,Marketing,893,2,media,Masculino,98,2,medio,1,Representante de Vendas,2,media,Casado(a),2899,12102,0,Não,19,3,excelente,4,muito_alta,1,3,3,3,melhor,2,2,1,2
42,Não,Viaja Raramente,1265,Pesquisa e Desenvolvimento,3,3,bacharelado,Ciências Biológicas,894,3,alta,Feminino,95,4,muito_alto,2,Técnico de Laboratório,4,muito_alta,Casado(a),5231,23726,2,Sim,13,3,excelente,2,media,1,17,1,2,bom,5,3,1,3
31,Não,Viaja Raramente,1222,Pesquisa e Desenvolvimento,11,4,mestrado,Ciências Biológicas,895,4,muito_alta,Masculino,48,3,alto,1,Cientista Pesquisador,4,muito_alta,Casado(a),2356,14871,3,Sim,19,3,excelente,2,media,1,8,2,3,melhor,6,4,0,2
29,Sim,Viaja Raramente,341,Vendas,1,3,bacharelado,Medicina,896,2,media,Feminino,48,2,medio,1,Representante de Vendas,3,alta,Divorciado(a),2800,23522,6,Sim,19,3,excelente,3,alta,3,5,3,3,melhor,3,2,0,2
53,Não,Viaja Raramente,868,Vendas,8,3,bacharelado,Marketing,897,1,baixa,Masculino,73,3,alto,4,Executivo de Vendas,4,muito_alta,Casado(a),11836,22789,5,Não,14,3,excelente,3,alta,1,28,3,3,melhor,2,0,2,2
35,Não,Viaja Raramente,672,Pesquisa e Desenvolvimento,25,3,bacharelado,Técnico,899,4,muito_alta,Masculino,78,2,medio,3,Diretor de Produção,2,media,Casado(a),10903,9129,3,Não,16,3,excelente,1,baixa,0,16,2,3,melhor,13,10,4,8
37,Não,Viaja Frequentemente,1231,Vendas,21,2,faculdade,Medicina,900,3,alta,Feminino,54,3,alto,1,Representante de Vendas,4,muito_alta,Casado(a),2973,21222,5,Não,15,3,excelente,2,media,1,10,3,3,melhor,5,4,0,0
53,Não,Viaja Raramente,102,Pesquisa e Desenvolvimento,23,4,mestrado,Ciências Biológicas,901,4,muito_alta,Feminino,72,3,alto,4,Diretor de Pesquisa,4,muito_alta,Solteiro(a),14275,20206,6,Não,18,3,excelente,3,alta,0,33,0,3,melhor,12,9,3,8
43,Não,Viaja Frequentemente,422,Pesquisa e Desenvolvimento,1,3,bacharelado,Ciências Biológicas,902,4,muito_alta,Feminino,33,3,alto,2,Representante de Saúde,4,muito_alta,Casado(a),5562,21782,4,Não,13,3,excelente,2,media,1,12,2,2,bom,5,2,2,2
47,Não,Viaja Raramente,249,Vendas,2,2,faculdade,Marketing,903,3,alta,Feminino,35,3,alto,2,Executivo de Vendas,4,muito_alta,Casado(a),4537,17783,0,Sim,22,4,excepcional,1,baixa,1,8,2,3,melhor,7,6,7,7
37,Não,Não Viaja,1252,Vendas,19,2,faculdade,Medicina,904,1,baixa,Masculino,32,3,alto,3,Executivo de Vendas,2,media,Solteiro(a),7642,4814,1,Sim,13,3,excelente,4,muito_alta,0,10,2,3,melhor,10,0,0,9
50,Não,Não Viaja,881,Pesquisa e Desenvolvimento,2,4,mestrado,Ciências Biológicas,905,1,baixa,Masculino,98,3,alto,4,Gerente,1,baixa,Divorciado(a),17924,4544,1,Não,11,3,excelente,4,muito_alta,1,31,3,3,melhor,31,6,14,7
39,Não,Viaja Raramente,1383,Recursos Humanos,2,3,bacharelado,Ciências Biológicas,909,4,muito_alta,Feminino,42,2,medio,2,Recursos Humanos,4,muito_alta,Casado(a),5204,7790,8,Não,11,3,excelente,3,alta,2,13,2,3,melhor,5,4,0,4
33,Não,Viaja Raramente,1075,Recursos Humanos,3,2,faculdade,Recursos Humanos,910,4,muito_alta,Masculino,57,3,alto,1,Recursos Humanos,2,media,Divorciado(a),2277,22650,3,Sim,11,3,excelente,3,alta,1,7,4,4,excelente,4,3,0,3
32,Sim,Viaja Raramente,374,Pesquisa e Desenvolvimento,25,4,mestrado,Ciências Biológicas,911,1,baixa,Masculino,87,3,alto,1,Técnico de Laboratório,4,muito_alta,Solteiro(a),2795,18016,1,Sim,24,4,excepcional,3,alta,0,1,2,1,ruim,1,0,0,1
29,Não,Viaja Raramente,1086,Pesquisa e Desenvolvimento,7,1,abaixo_faculdade,Medicina,912,1,baixa,Feminino,62,2,medio,1,Técnico de Laboratório,4,muito_alta,Divorciado(a),2532,6054,6,Não,14,3,excelente,3,alta,3,8,5,3,melhor,4,3,0,3
44,Não,Viaja Raramente,661,Pesquisa e Desenvolvimento,9,2,faculdade,Ciências Biológicas,913,2,media,Masculino,61,3,alto,1,Cientista Pesquisador,1,baixa,Casado(a),2559,7508,1,Sim,13,3,excelente,4,muito_alta,0,8,0,3,melhor,8,7,7,1
28,Não,Viaja Raramente,821,Vendas,5,4,mestrado,Medicina,916,1,baixa,Masculino,98,3,alto,2,Executivo de Vendas,4,muito_alta,Solteiro(a),4908,24252,1,Não,14,3,excelente,2,media,0,4,3,3,melhor,4,2,0,2
58,Sim,Viaja Frequentemente,781,Pesquisa e Desenvolvimento,2,1,abaixo_faculdade,Ciências Biológicas,918,4,muito_alta,Masculino,57,2,medio,1,Técnico de Laboratório,4,muito_alta,Divorciado(a),2380,13384,9,Sim,14,3,excelente,4,muito_alta,1,3,3,2,bom,1,0,0,0
43,Não,Viaja Raramente,177,Pesquisa e Desenvolvimento,8,3,bacharelado,Ciências Biológicas,920,1,baixa,Feminino,55,3,alto,2,Diretor de Produção,2,media,Divorciado(a),4765,23814,4,Não,21,4,excepcional,3,alta,1,4,2,4,excelente,1,0,0,0
20,Sim,Viaja Raramente,500,Vendas,2,3,bacharelado,Medicina,922,3,alta,Feminino,49,2,medio,1,Representante de Vendas,3,alta,Solteiro(a),2044,22052,1,Não,13,3,excelente,4,muito_alta,0,2,3,2,bom,2,2,0,2
21,Sim,Viaja Raramente,1427,Pesquisa e Desenvolvimento,18,1,abaixo_faculdade,Outro,923,4,muito_alta,Feminino,65,3,alto,1,Cientista Pesquisador,4,muito_alta,Solteiro(a),2693,8870,1,Não,19,3,excelente,1,baixa,0,1,3,2,bom,1,0,0,0
36,Não,Viaja Raramente,1425,Pesquisa e Desenvolvimento,14,1,abaixo_faculdade,Ciências Biológicas,924,3,alta,Masculino,68,3,alto,2,Representante de Saúde,4,muito_alta,Casado(a),6586,4821,0,Sim,17,3,excelente,1,baixa,1,17,2,2,bom,16,8,4,11
47,Não,Viaja Raramente,1454,Vendas,2,4,mestrado,Ciências Biológicas,925,4,muito_alta,Feminino,65,2,medio,1,Representante de Vendas,4,muito_alta,Solteiro(a),3294,13137,1,Sim,18,3,excelente,1,baixa,0,3,3,2,bom,3,2,1,2
22,Sim,Viaja Raramente,617,Pesquisa e Desenvolvimento,3,1,abaixo_faculdade,Ciências Biológicas,926,2,media,Feminino,34,3,alto,2,Diretor de Produção,3,alta,Casado(a),4171,10022,0,Sim,19,3,excelente,1,baixa,1,4,3,4,excelente,3,2,0,2
41,Sim,Viaja Raramente,1085,Pesquisa e Desenvolvimento,2,4,mestrado,Ciências Biológicas,927,2,media,Feminino,57,1,baixo,1,Técnico de Laboratório,4,muito_alta,Divorciado(a),2778,17725,4,Sim,13,3,excelente,3,alta,1,10,1,2,bom,7,7,1,0
28,Não,Viaja Raramente,995,Pesquisa e Desenvolvimento,9,3,bacharelado,Medicina,930,3,alta,Feminino,77,3,alto,1,Cientista Pesquisador,3,alta,Divorciado(a),2377,9834,5,Não,18,3,excelente,2,media,1,6,2,3,melhor,2,2,2,2
39,Sim,Viaja Raramente,1122,Pesquisa e Desenvolvimento,6,3,bacharelado,Medicina,932,4,muito_alta,Masculino,70,3,alto,1,Técnico de Laboratório,1,baixa,Casado(a),2404,4303,7,Sim,21,4,excepcional,4,muito_alta,0,8,2,1,ruim,2,2,2,2
27,Não,Viaja Raramente,618,Pesquisa e Desenvolvimento,4,3,bacharelado,Ciências Biológicas,933,2,media,Feminino,76,3,alto,1,Cientista Pesquisador,3,alta,Solteiro(a),2318,17808,1,Não,19,3,excelente,3,alta,0,1,2,3,melhor,1,1,0,0
34,Não,Viaja Raramente,546,Pesquisa e Desenvolvimento,10,3,bacharelado,Ciências Biológicas,934,2,media,Masculino,83,3,alto,1,Técnico de Laboratório,2,media,Divorciado(a),2008,6896,1,Não,14,3,excelente,2,media,2,1,3,3,melhor,1,0,1,0
42,Não,Viaja Raramente,462,Vendas,14,2,faculdade,Medicina,936,3,alta,Feminino,68,2,medio,2,Executivo de Vendas,3,alta,Solteiro(a),6244,7824,7,Não,17,3,excelente,1,baixa,0,10,6,3,melhor,5,4,0,3
33,Não,Viaja Raramente,1198,Pesquisa e Desenvolvimento,1,4,mestrado,Outro,939,3,alta,Masculino,100,2,medio,1,Cientista Pesquisador,1,baixa,Solteiro(a),2799,3339,3,Sim,11,3,excelente,2,media,0,6,1,3,melhor,3,2,0,2
58,Não,Viaja Raramente,1272,Pesquisa e Desenvolvimento,5,3,bacharelado,Técnico,940,3,alta,Feminino,37,2,medio,3,Representante de Saúde,2,media,Divorciado(a),10552,9255,2,Sim,13,3,excelente,4,muito_alta,1,24,3,3,melhor,6,0,0,4
31,Não,Viaja Raramente,154,Vendas,7,4,mestrado,Ciências Biológicas,941,2,media,Masculino,41,2,medio,1,Representante de Vendas,3,alta,Casado(a),2329,11737,3,Não,15,3,excelente,2,media,0,13,2,4,excelente,7,7,5,2
35,Não,Viaja Raramente,1137,Pesquisa e Desenvolvimento,21,1,abaixo_faculdade,Ciências Biológicas,942,4,muito_alta,Feminino,51,3,alto,2,Representante de Saúde,4,muito_alta,Casado(a),4014,19170,1,Sim,25,4,excepcional,4,muito_alta,1,10,2,1,ruim,10,6,0,7
49,Não,Viaja Raramente,527,Pesquisa e Desenvolvimento,8,2,faculdade,Outro,944,1,baixa,Feminino,51,3,alto,3,Técnico de Laboratório,2,media,Casado(a),7403,22477,4,Não,11,3,excelente,3,alta,1,29,3,2,bom,26,9,1,7
48,Não,Viaja Raramente,1469,Pesquisa e Desenvolvimento,20,4,mestrado,Medicina,945,4,muito_alta,Masculino,51,3,alto,1,Cientista Pesquisador,3,alta,Casado(a),2259,5543,4,Não,17,3,excelente,1,baixa,2,13,2,2,bom,0,0,0,0
31,Não,Não Viaja,1188,Vendas,20,2,faculdade,Marketing,947,4,muito_alta,Feminino,45,3,alto,2,Executivo de Vendas,3,alta,Casado(a),6932,24406,1,Não,13,3,excelente,4,muito_alta,1,9,2,2,bom,9,8,0,0
36,Não,Viaja Raramente,188,Pesquisa e Desenvolvimento,7,4,mestrado,Outro,949,2,media,Masculino,65,3,alto,1,Cientista Pesquisador,4,muito_alta,Solteiro(a),4678,23293,2,Não,18,3,excelente,3,alta,0,8,6,3,melhor,6,2,0,1
38,Não,Viaja Raramente,1333,Pesquisa e Desenvolvimento,1,3,bacharelado,Técnico,950,4,muito_alta,Feminino,80,3,alto,3,Diretor de Pesquisa,1,baixa,Casado(a),13582,16292,1,Não,13,3,excelente,2,media,1,15,3,3,melhor,15,12,5,11
32,Não,Não Viaja,1184,Pesquisa e Desenvolvimento,1,3,bacharelado,Ciências Biológicas,951,3,alta,Feminino,70,2,medio,1,Técnico de Laboratório,2,media,Casado(a),2332,3974,6,Não,20,4,excepcional,3,alta,0,5,3,3,melhor,3,0,0,2
25,Sim,Viaja Raramente,867,Vendas,19,2,faculdade,Marketing,952,3,alta,Masculino,36,2,medio,1,Representante de Vendas,2,media,Casado(a),2413,18798,1,Sim,18,3,excelente,3,alta,3,1,2,3,melhor,1,0,0,0
40,Não,Viaja Raramente,658,Vendas,10,4,mestrado,Marketing,954,1,baixa,Masculino,67,2,medio,3,Executivo de Vendas,2,media,Divorciado(a),9705,20652,2,Não,12,3,excelente,2,media,1,11,2,2,bom,1,0,0,0
26,Não,Viaja Frequentemente,1283,Vendas,1,3,bacharelado,Medicina,956,3,alta,Masculino,52,2,medio,2,Executivo de Vendas,1,baixa,Solteiro(a),4294,11148,1,Não,12,3,excelente,2,media,0,7,2,3,melhor,7,7,0,7
41,Não,Viaja Raramente,263,Pesquisa e Desenvolvimento,6,3,bacharelado,Medicina,957,4,muito_alta,Masculino,59,3,alto,1,Técnico de Laboratório,1,baixa,Solteiro(a),4721,3119,2,Sim,13,3,excelente,3,alta,0,20,3,3,melhor,18,13,2,17
36,Não,Viaja Raramente,938,Pesquisa e Desenvolvimento,2,4,mestrado,Medicina,958,3,alta,Masculino,79,3,alto,1,Técnico de Laboratório,3,alta,Solteiro(a),2519,12287,4,Não,21,4,excepcional,3,alta,0,16,6,3,melhor,11,8,3,9
19,Sim,Viaja Raramente,419,Vendas,21,3,bacharelado,Outro,959,4,muito_alta,Masculino,37,2,medio,1,Representante de Vendas,2,media,Solteiro(a),2121,9947,1,Sim,13,3,excelente,2,media,0,1,3,4,excelente,1,0,0,0
20,Sim,Viaja Raramente,129,Pesquisa e Desenvolvimento,4,3,bacharelado,Técnico,960,1,baixa,Masculino,84,3,alto,1,Técnico de Laboratório,1,baixa,Solteiro(a),2973,13008,1,Não,19,3,excelente,2,media,0,1,2,3,melhor,1,0,0,0
31,Não,Viaja Raramente,616,Pesquisa e Desenvolvimento,12,3,bacharelado,Medicina,961,4,muito_alta,Feminino,41,3,alto,2,Representante de Saúde,4,muito_alta,Casado(a),5855,17369,0,Sim,11,3,excelente,3,alta,2,10,2,1,ruim,9,7,8,5
40,Não,Viaja Frequentemente,1469,Pesquisa e Desenvolvimento,9,4,mestrado,Medicina,964,4,muito_alta,Masculino,35,3,alto,1,Cientista Pesquisador,2,media,Divorciado(a),3617,25063,8,Sim,14,3,excelente,4,muito_alta,1,3,2,3,melhor,1,1,0,0
32,Não,Viaja Raramente,498,Pesquisa e Desenvolvimento,3,4,mestrado,Medicina,966,3,alta,Feminino,93,3,alto,2,Diretor de Produção,1,baixa,Casado(a),6725,13554,1,Não,12,3,excelente,3,alta,1,8,2,4,excelente,8,7,6,3
36,Sim,Viaja Raramente,530,Vendas,3,1,abaixo_faculdade,Ciências Biológicas,967,3,alta,Masculino,51,2,medio,3,Executivo de Vendas,4,muito_alta,Casado(a),10325,5518,1,Sim,11,3,excelente,1,baixa,1,16,6,3,melhor,16,7,3,7
33,Não,Viaja Raramente,1069,Pesquisa e Desenvolvimento,1,3,bacharelado,Ciências Biológicas,969,2,media,Feminino,42,2,medio,2,Representante de Saúde,4,muito_alta,Solteiro(a),6949,12291,0,Não,14,3,excelente,1,baixa,0,6,3,3,melhor,5,0,1,4
37,Sim,Viaja Raramente,625,Vendas,1,4,mestrado,Ciências Biológicas,970,1,baixa,Masculino,46,2,medio,3,Executivo de Vendas,3,alta,Casado(a),10609,14922,5,Não,11,3,excelente,3,alta,0,17,2,1,ruim,14,1,11,7
45,Não,Não Viaja,805,Pesquisa e Desenvolvimento,4,2,faculdade,Ciências Biológicas,972,3,alta,Masculino,57,3,alto,2,Técnico de Laboratório,2,media,Casado(a),4447,23163,1,Não,12,3,excelente,2,media,0,9,5,2,bom,9,7,0,8
29,Não,Viaja Frequentemente,1404,Vendas,20,3,bacharelado,Técnico,974,3,alta,Feminino,84,3,alto,1,Representante de Vendas,4,muito_alta,Casado(a),2157,18203,1,Não,15,3,excelente,2,media,1,3,5,3,melhor,3,1,0,2
35,Não,Viaja Raramente,1219,Vendas,18,3,bacharelado,Medicina,975,3,alta,Feminino,86,3,alto,2,Executivo de Vendas,3,alta,Casado(a),4601,6179,1,Não,16,3,excelente,2,media,0,5,3,3,melhor,5,2,1,0
52,Não,Viaja Raramente,1053,Pesquisa e Desenvolvimento,1,2,faculdade,Ciências Biológicas,976,4,muito_alta,Masculino,70,3,alto,4,Gerente,4,muito_alta,Casado(a),17099,13829,2,Não,15,3,excelente,2,media,1,26,2,2,bom,9,8,7,8
58,Sim,Viaja Raramente,289,Pesquisa e Desenvolvimento,2,3,bacharelado,Técnico,977,4,muito_alta,Masculino,51,3,alto,1,Cientista Pesquisador,3,alta,Solteiro(a),2479,26227,4,Não,24,4,excepcional,1,baixa,0,7,4,3,melhor,1,0,0,0
53,Não,Viaja Raramente,1376,Vendas,2,2,faculdade,Medicina,981,3,alta,Masculino,45,3,alto,4,Gerente,3,alta,Divorciado(a),14852,13938,6,Não,13,3,excelente,3,alta,1,22,3,4,excelente,17,13,15,2
30,Não,Viaja Raramente,231,Vendas,8,2,faculdade,Outro,982,3,alta,Masculino,62,3,alto,3,Executivo de Vendas,3,alta,Divorciado(a),7264,9977,5,Não,11,3,excelente,1,baixa,1,10,2,4,excelente,8,4,7,7
38,Não,Não Viaja,152,Vendas,10,3,bacharelado,Técnico,983,3,alta,Feminino,85,3,alto,2,Executivo de Vendas,4,muito_alta,Solteiro(a),5666,19899,1,Sim,13,3,excelente,2,media,0,6,1,3,melhor,5,3,1,3
35,Não,Viaja Raramente,882,Vendas,3,4,mestrado,Ciências Biológicas,984,4,muito_alta,Masculino,92,3,alto,3,Executivo de Vendas,4,muito_alta,Divorciado(a),7823,6812,6,Não,13,3,excelente,2,media,1,12,2,3,melhor,10,9,0,8
39,Não,Viaja Raramente,903,Vendas,2,5,doutorado,Ciências Biológicas,985,1,baixa,Masculino,41,4,muito_alto,3,Executivo de Vendas,3,alta,Solteiro(a),7880,2560,0,Não,18,3,excelente,4,muito_alta,0,9,3,3,melhor,8,7,0,7
40,Sim,Não Viaja,1479,Vendas,24,3,bacharelado,Ciências Biológicas,986,2,media,Feminino,100,4,muito_alto,4,Executivo de Vendas,2,media,Solteiro(a),13194,17071,4,Sim,16,3,excelente,4,muito_alta,0,22,2,2,bom,1,0,0,0
47,Não,Viaja Frequentemente,1379,Pesquisa e Desenvolvimento,16,4,mestrado,Medicina,987,3,alta,Masculino,64,4,muito_alto,2,Diretor de Produção,3,alta,Divorciado(a),5067,6759,1,Sim,19,3,excelente,3,alta,0,20,3,4,excelente,19,10,2,7
36,Não,Não Viaja,1229,Vendas,8,4,mestrado,Técnico,990,1,baixa,Masculino,84,3,alto,2,Executivo de Vendas,4,muito_alta,Divorciado(a),5079,25952,4,Não,13,3,excelente,4,muito_alta,2,12,3,3,melhor,7,7,0,7
31,Sim,Não Viaja,335,Pesquisa e Desenvolvimento,9,2,faculdade,Medicina,991,3,alta,Masculino,46,2,medio,1,Cientista Pesquisador,1,baixa,Solteiro(a),2321,10322,0,Sim,22,4,excepcional,1,baixa,0,4,0,3,melhor,3,2,1,2
33,Não,Não Viaja,722,Vendas,17,3,bacharelado,Ciências Biológicas,992,4,muito_alta,Masculino,38,3,alto,4,Gerente,3,alta,Solteiro(a),17444,20489,1,Não,11,3,excelente,4,muito_alta,0,10,2,3,melhor,10,8,6,0
29,Sim,Viaja Raramente,906,Pesquisa e Desenvolvimento,10,3,bacharelado,Ciências Biológicas,994,4,muito_alta,Feminino,92,2,medio,1,Cientista Pesquisador,1,baixa,Solteiro(a),2404,11479,6,Sim,20,4,excepcional,3,alta,0,3,5,3,melhor,0,0,0,0
33,Não,Viaja Raramente,461,Pesquisa e Desenvolvimento,13,1,abaixo_faculdade,Ciências Biológicas,995,2,media,Feminino,53,3,alto,1,Cientista Pesquisador,4,muito_alta,Solteiro(a),3452,17241,3,Não,18,3,excelente,1,baixa,0,5,4,3,melhor,3,2,0,2
45,Não,Viaja Raramente,974,Pesquisa e Desenvolvimento,1,4,mestrado,Medicina,996,4,muito_alta,Feminino,91,3,alto,1,Técnico de Laboratório,4,muito_alta,Divorciado(a),2270,11005,3,Não,14,3,excelente,4,muito_alta,2,8,2,3,melhor,5,3,0,2
50,Não,Viaja Raramente,1126,Pesquisa e Desenvolvimento,1,2,faculdade,Medicina,997,4,muito_alta,Masculino,66,3,alto,4,Diretor de Pesquisa,4,muito_alta,Divorciado(a),17399,6615,9,Não,22,4,excepcional,3,alta,1,32,1,2,bom,5,4,1,3
33,Não,Viaja Frequentemente,827,Pesquisa e Desenvolvimento,1,4,mestrado,Outro,998,3,alta,Feminino,84,4,muito_alto,2,Representante de Saúde,2,media,Casado(a),5488,20161,1,Sim,13,3,excelente,1,baixa,1,6,2,3,melhor,6,5,1,2
41,Não,Viaja Frequentemente,840,Pesquisa e Desenvolvimento,9,3,bacharelado,Medicina,999,1,baixa,Masculino,64,3,alto,5,Diretor de Pesquisa,3,alta,Divorciado(a),19419,3735,2,Não,17,3,excelente,2,media,1,21,2,4,excelente,18,16,0,11
27,Não,Viaja Raramente,1134,Pesquisa e Desenvolvimento,16,4,mestrado,Técnico,1001,3,alta,Feminino,37,3,alto,1,Técnico de Laboratório,2,media,Casado(a),2811,12086,9,Não,14,3,excelente,2,media,1,4,2,3,melhor,2,2,2,2
45,Não,Não Viaja,248,Pesquisa e Desenvolvimento,23,2,faculdade,Ciências Biológicas,1002,4,muito_alta,Masculino,42,3,alto,2,Técnico de Laboratório,1,baixa,Casado(a),3633,14039,1,Sim,15,3,excelente,3,alta,1,9,2,3,melhor,9,8,0,8
47,Não,Viaja Raramente,955,Vendas,4,2,faculdade,Ciências Biológicas,1003,4,muito_alta,Feminino,83,3,alto,2,Executivo de Vendas,4,muito_alta,Solteiro(a),4163,8571,1,Sim,17,3,excelente,3,alta,0,9,0,3,melhor,9,0,0,7
30,Sim,Viaja Raramente,138,Pesquisa e Desenvolvimento,22,3,bacharelado,Ciências Biológicas,1004,1,baixa,Feminino,48,3,alto,1,Cientista Pesquisador,3,alta,Casado(a),2132,11539,4,Sim,11,3,excelente,2,media,0,7,2,3,melhor,5,2,0,1
50,Não,Viaja Raramente,939,Pesquisa e Desenvolvimento,24,3,bacharelado,Ciências Biológicas,1005,4,muito_alta,Masculino,95,3,alto,4,Diretor de Produção,3,alta,Casado(a),13973,4161,3,Sim,18,3,excelente,4,muito_alta,1,22,2,3,melhor,12,11,1,5
38,Não,Viaja Frequentemente,1391,Pesquisa e Desenvolvimento,10,1,abaixo_faculdade,Medicina,1006,3,alta,Masculino,66,3,alto,1,Cientista Pesquisador,3,alta,Casado(a),2684,12127,0,Não,17,3,excelente,2,media,1,3,0,2,bom,2,1,0,2
46,Não,Viaja Raramente,566,Pesquisa e Desenvolvimento,7,2,faculdade,Medicina,1007,4,muito_alta,Masculino,75,3,alto,3,Diretor de Produção,3,alta,Divorciado(a),10845,24208,6,Não,13,3,excelente,2,media,1,13,3,3,melhor,8,7,0,7
24,Não,Viaja Raramente,1206,Pesquisa e Desenvolvimento,17,1,abaixo_faculdade,Medicina,1009,4,muito_alta,Feminino,41,2,medio,2,Diretor de Produção,3,alta,Divorciado(a),4377,24117,1,Não,15,3,excelente,2,media,2,5,6,3,melhor,4,2,3,2
35,Sim,Viaja Raramente,622,Pesquisa e Desenvolvimento,14,4,mestrado,Outro,1010,3,alta,Masculino,39,2,medio,1,Técnico de Laboratório,2,media,Divorciado(a),3743,10074,1,Sim,24,4,excepcional,4,muito_alta,1,5,2,1,ruim,4,2,0,2
31,Não,Viaja Frequentemente,853,Pesquisa e Desenvolvimento,1,1,abaixo_faculdade,Ciências Biológicas,1011,3,alta,Feminino,96,3,alto,2,Diretor de Produção,1,baixa,Casado(a),4148,11275,1,Não,12,3,excelente,3,alta,1,4,1,3,melhor,4,3,0,3
18,Não,Não Viaja,287,Pesquisa e Desenvolvimento,5,2,faculdade,Ciências Biológicas,1012,2,media,Masculino,73,3,alto,1,Cientista Pesquisador,4,muito_alta,Solteiro(a),1051,13493,1,Não,15,3,excelente,4,muito_alta,0,0,2,3,melhor,0,0,0,0
54,Não,Viaja Raramente,1441,Pesquisa e Desenvolvimento,17,3,bacharelado,Técnico,1013,3,alta,Feminino,56,3,alto,3,Diretor de Produção,3,alta,Casado(a),10739,13943,8,Não,11,3,excelente,3,alta,1,22,2,3,melhor,10,7,0,8
35,Não,Viaja Raramente,583,Pesquisa e Desenvolvimento,25,4,mestrado,Medicina,1014,3,alta,Feminino,57,3,alto,3,Representante de Saúde,3,alta,Divorciado(a),10388,6975,1,Sim,11,3,excelente,3,alta,1,16,3,2,bom,16,10,10,1
30,Não,Viaja Raramente,153,Pesquisa e Desenvolvimento,8,2,faculdade,Ciências Biológicas,1015,2,media,Feminino,73,4,muito_alto,3,Diretor de Pesquisa,1,baixa,Casado(a),11416,17802,0,Sim,12,3,excelente,3,alta,3,9,4,2,bom,8,7,1,7
20,Sim,Viaja Raramente,1097,Pesquisa e Desenvolvimento,11,3,bacharelado,Medicina,1016,4,muito_alta,Feminino,98,2,medio,1,Cientista Pesquisador,1,baixa,Solteiro(a),2600,18275,1,Sim,15,3,excelente,1,baixa,0,1,2,3,melhor,1,0,0,0
30,Sim,Viaja Frequentemente,109,Pesquisa e Desenvolvimento,5,3,bacharelado,Medicina,1017,2,media,Feminino,60,3,alto,1,Técnico de Laboratório,2,media,Solteiro(a),2422,25725,0,Não,17,3,excelente,1,baixa,0,4,3,3,melhor,3,2,1,2
26,Não,Viaja Raramente,1066,Pesquisa e Desenvolvimento,2,2,faculdade,Medicina,1018,4,muito_alta,Masculino,32,4,muito_alto,2,Diretor de Produção,4,muito_alta,Casado(a),5472,3334,1,Não,12,3,excelente,2,media,0,8,2,3,melhor,8,7,1,3
22,Não,Viaja Raramente,217,Pesquisa e Desenvolvimento,8,1,abaixo_faculdade,Ciências Biológicas,1019,2,media,Masculino,94,1,baixo,1,Técnico de Laboratório,1,baixa,Casado(a),2451,6881,1,Não,15,3,excelente,1,baixa,1,4,3,2,bom,4,3,1,1
48,Não,Viaja Raramente,277,Pesquisa e Desenvolvimento,6,3,bacharelado,Ciências Biológicas,1022,1,baixa,Masculino,97,2,medio,2,Representante de Saúde,3,alta,Solteiro(a),4240,13119,2,Não,13,3,excelente,4,muito_alta,0,19,0,3,melhor,2,2,2,2
48,Não,Viaja Raramente,1355,Pesquisa e Desenvolvimento,4,4,mestrado,Ciências Biológicas,1024,3,alta,Masculino,78,2,medio,3,Representante de Saúde,3,alta,Solteiro(a),10999,22245,7,Não,14,3,excelente,2,media,0,27,3,3,melhor,15,11,4,8
41,Não,Viaja Raramente,549,Pesquisa e Desenvolvimento,7,2,faculdade,Medicina,1025,4,muito_alta,Feminino,42,3,alto,2,Diretor de Produção,3,alta,Solteiro(a),5003,23371,6,Não,14,3,excelente,2,media,0,8,6,3,melhor,2,2,2,1
39,Não,Viaja Raramente,466,Pesquisa e Desenvolvimento,1,1,abaixo_faculdade,Ciências Biológicas,1026,4,muito_alta,Feminino,65,2,medio,4,Diretor de Produção,4,muito_alta,Casado(a),12742,7060,1,Não,16,3,excelente,3,alta,1,21,3,3,melhor,21,6,11,8
